seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr4	109280024	109280424	401	*	Promoter	4	109280268	109387817	107550	1	13858	ENSMUST00000102729.9	0	ENSMUSG00000028552	Eps15	epidermal growth factor receptor pathway substrate 15
chr5	136083714	136084114	401	*	Promoter	5	136083916	136111860	27945	1	54153	ENSMUST00000042135.13	0	ENSMUSG00000004952	Rasa4	RAS p21 protein activator 4
chr10	12868175	12868575	401	*	Promoter	10	12720825	12868281	147457	2	22288	ENSMUST00000219660.1	0	ENSMUSG00000019820	Utrn	utrophin
chr11	97280508	97280908	401	*	Promoter	11	97205842	97280570	74729	2	19155	ENSMUST00000172108.7	0	ENSMUSG00000001441	Npepps	aminopeptidase puromycin sensitive
chr3	9038309	9038709	401	*	Distal Intergenic	3	9061964	9071074	9111	1	75149	ENSMUST00000194792.1	-23255	ENSMUSG00000103116	4930539M17Rik	RIKEN cDNA 4930539M17 gene
chr5	21056060	21056460	401	*	Promoter	5	20986645	21055911	69267	2	19248	ENSMUST00000030556.7	-150	ENSMUSG00000028771	Ptpn12	protein tyrosine phosphatase, non-receptor type 12
chr19	55741492	55741892	401	*	Promoter	19	55741820	55933229	191410	1	21416	ENSMUST00000111662.10	0	ENSMUSG00000024985	Tcf7l2	transcription factor 7 like 2, T cell specific, HMG box
chr8	71725524	71725924	401	*	Promoter	8	71708394	71725716	17323	2	74015	ENSMUST00000146100.7	0	ENSMUSG00000070000	Fcho1	FCH domain only 1
chr4	132261090	132261828	739	*	Promoter	4	132222946	132261521	38576	2	56809	ENSMUST00000105965.7	0	ENSMUSG00000028901	Gmeb1	glucocorticoid modulatory element binding protein 1
chr5	88564695	88565095	401	*	Promoter	5	88565040	88642695	77656	1	52822	ENSMUST00000196894.4	0	ENSMUSG00000029291	Rufy3	RUN and FYVE domain containing 3
chr16	17891509	17891909	401	*	Promoter	16	17835277	17891671	56395	2	13356	ENSMUST00000150068.1	0	ENSMUSG00000003166	Dgcr2	DiGeorge syndrome critical region gene 2
chr5	124445200	124445600	401	*	Promoter	5	124445493	124460960	15468	1	67956	ENSMUST00000100709.6	0	ENSMUSG00000049327	Kmt5a	lysine methyltransferase 5A
chr10	70096872	70097272	401	*	Promoter	10	70097121	70193200	96080	1	76551	ENSMUST00000147545.7	0	ENSMUSG00000048701	Ccdc6	coiled-coil domain containing 6
chr7	27481582	27481982	401	*	Distal Intergenic	7	27486910	27490316	3407	1	55942	ENSMUST00000008528.7	-4928	ENSMUSG00000008384	Sertad1	SERTA domain containing 1
chr6	54681409	54681809	401	*	Promoter	6	54681624	54703851	22228	1	68235	ENSMUST00000190641.6	0	ENSMUSG00000038065	Mturn	maturin, neural progenitor differentiation regulator homolog (Xenopus)
chr6	140423843	140424243	401	*	Promoter	6	140424054	140597110	173057	1	109135	ENSMUST00000087622.5	0	ENSMUSG00000030231	Plekha5	pleckstrin homology domain containing, family A member 5
chr12	8673941	8674341	401	*	Promoter	12	8674134	8751454	77321	1	80913	ENSMUST00000111123.8	0	ENSMUSG00000020594	Pum2	pumilio RNA-binding family member 2
chr2	146606280	146606680	401	*	Distal Intergenic	2	146542931	146546108	3178	1	74065	ENSMUST00000147212.1	63350	ENSMUSG00000085796	4933406D12Rik	RIKEN cDNA 4933406D12 gene
chr11	4594656	4595056	401	*	Promoter	11	4480868	4594815	113948	2	74302	ENSMUST00000109943.9	0	ENSMUSG00000034354	Mtmr3	myotubularin related protein 3
chr1	34602357	34602757	401	*	Distal Intergenic	1	34579657	34590944	11288	1	211383	ENSMUST00000052670.10	22701	ENSMUSG00000045174	Amer3	APC membrane recruitment 3
chr12	18609858	18610258	401	*	Distal Intergenic	12	18514546	18535251	20706	1	236366	ENSMUST00000063216.5	95313	ENSMUSG00000073197	5730507C01Rik	RIKEN cDNA 5730507C01 gene
chr13	42051483	42051883	401	*	Promoter	13	42052021	42185026	133006	1	110521	ENSMUST00000060148.5	-138	ENSMUSG00000021366	Hivep1	human immunodeficiency virus type I enhancer binding protein 1
chr1	131097645	131098045	401	*	Promoter	1	131053700	131097826	44127	2	17164	ENSMUST00000016672.10	0	ENSMUSG00000016528	Mapkapk2	MAP kinase-activated protein kinase 2
chr17	47737640	47738040	401	*	Promoter	17	47737928	47792415	54488	1	21425	ENSMUST00000113288.7	0	ENSMUSG00000023990	Tfeb	transcription factor EB
chr4	132049012	132049412	401	*	Promoter	4	131923429	132049078	125650	2	269587	ENSMUST00000084253.9	0	ENSMUSG00000028906	Epb41	erythrocyte membrane protein band 4.1
chr2	11355621	11356021	401	*	Intron (ENSMUST00000192626.1/77543, intron 1 of 2)	2	11339488	11344111	4624	1	100503147	ENSMUST00000131188.2	16134	ENSMUSG00000086006	Gm13293	predicted gene 13293
chr11	119428660	119429060	401	*	Intron (ENSMUST00000093902.11/672511, intron 19 of 66)	11	119393100	119487418	94319	1	672511	ENSMUST00000131035.9	35561	ENSMUSG00000070327	Rnf213	ring finger protein 213
chr10	93444426	93444826	401	*	Distal Intergenic	10	93453411	93484874	31464	1	16993	ENSMUST00000016033.8	-8585	ENSMUSG00000015889	Lta4h	leukotriene A4 hydrolase
chr5	32863464	32863864	401	*	Promoter	5	32863701	32887048	23348	1	277854	ENSMUST00000149350.7	0	ENSMUSG00000037426	Depdc5	DEP domain containing 5
chr3	89485128	89485528	401	*	Distal Intergenic	3	89459571	89469006	9436	1	68603	ENSMUST00000184515.1	25558	ENSMUSG00000027952	Pmvk	phosphomevalonate kinase
chr2	92183207	92183988	782	*	Promoter	2	92184106	92361829	177724	1	192285	ENSMUST00000111294.7	-118	ENSMUSG00000058318	Phf21a	PHD finger protein 21A
chr9	50670668	50671068	401	*	Intron (ENSMUST00000034566.14/330938, intron 17 of 19)	9	50634633	50659780	25148	2	235339	ENSMUST00000034567.3	-10889	ENSMUSG00000000168	Dlat	dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
chr4	155318278	155318678	401	*	Intron (ENSMUST00000103178.10/18762, intron 1 of 14)	4	155294278	155301171	6894	2	18762	ENSMUST00000125320.1	-17108	ENSMUSG00000029053	Prkcz	protein kinase C, zeta
chr6	89362382	89362782	401	*	Promoter	6	89316314	89362620	46307	2	18844	ENSMUST00000163139.7	0	ENSMUSG00000030084	Plxna1	plexin A1
chr4	141663969	141664369	401	*	Promoter	4	141625734	141664118	38385	2	69582	ENSMUST00000084203.10	0	ENSMUSG00000028917	Plekhm2	pleckstrin homology domain containing, family M (with RUN domain) member 2
chr1	66863090	66863490	401	*	Promoter	1	66830839	66863277	32439	2	11363	ENSMUST00000027153.5	0	ENSMUSG00000026003	Acadl	acyl-Coenzyme A dehydrogenase, long-chain
chr14	51850994	51851394	401	*	Distal Intergenic	14	51853699	51854591	893	1	53873	ENSMUST00000169070.1	-2305	NA	Ear7	eosinophil-associated, ribonuclease A family, member 7
chr6	28423338	28423738	401	*	Promoter	6	28423560	28426602	3043	1	11844	ENSMUST00000020717.11	0	ENSMUSG00000020440	Arf5	ADP-ribosylation factor 5
chr8	104248332	104248732	401	*	Promoter	8	104226685	104248558	21874	2	57813	ENSMUST00000050211.6	0	ENSMUSG00000035824	Tk2	thymidine kinase 2, mitochondrial
chr2	43673608	43674008	401	*	Intron (ENSMUST00000028223.8/70789, intron 12 of 13)	2	43670930	43681423	10494	1	70789	ENSMUST00000148855.1	2679	ENSMUSG00000026866	Kynu	kynureninase
chr14	120910770	120911170	401	*	Promoter	14	120911224	120947999	36776	1	70572	ENSMUST00000032898.8	-54	ENSMUSG00000030662	Ipo5	importin 5
chr14	22140604	22141004	401	*	Intron (ENSMUST00000075639.10/76633, intron 2 of 6)	14	22019848	23056085	1036238	1	76633	ENSMUST00000162540.1	120757	ENSMUSG00000063458	Lrmda	leucine rich melanocyte differentiation associated
chr3	127763098	127763498	401	*	Intron (ENSMUST00000029662.11/71481, intron 1 of 13)	3	127754850	127780490	25641	2	71481	ENSMUST00000162859.1	16992	ENSMUSG00000028028	Alpk1	alpha-kinase 1
chr17	17917500	17917900	401	*	Intron (ENSMUST00000054871.11/14289, intron 1 of 1)	17	17887888	17893853	5966	1	14289	ENSMUST00000064068.4	29613	ENSMUSG00000052270	Fpr2	formyl peptide receptor 2
chr8	14072534	14072934	401	*	Intron (ENSMUST00000110813.4/234086, intron 2 of 5)	8	14033697	14090279	56583	2	234086	ENSMUST00000211242.1	17345	ENSMUSG00000051978	Erich1	glutamate rich 1
chr2	25983228	25983628	401	*	Promoter	2	25926838	25983282	56445	2	227634	ENSMUST00000091268.10	0	ENSMUSG00000026933	Camsap1	calmodulin regulated spectrin-associated protein 1
chr17	45736779	45737179	401	*	Intron (ENSMUST00000180558.8/433111, intron 1 of 4)	17	45734506	45781252	46747	1	433111	ENSMUST00000180558.8	2274	ENSMUSG00000097727	F630040K05Rik	RIKEN cDNA F630040K05 gene
chr5	144254967	144255367	401	*	Promoter	5	144255225	144446757	191533	1	55950	ENSMUST00000155491.7	0	ENSMUSG00000047843	Bri3	brain protein I3
chr19	11044948	11045348	401	*	Downstream (2-3kb)	19	11047617	11050566	2950	2	107350	ENSMUST00000099676.4	5218	ENSMUSG00000075010	AW112010	expressed sequence AW112010
chr11	105181125	105181525	401	*	Promoter	11	105177726	105181433	3708	2	73431	ENSMUST00000190120.1	0	NA	1700052K11Rik	RIKEN cDNA 1700052K11 gene
chr3	109122893	109123293	401	*	Promoter	3	109123149	109168457	45309	1	229731	ENSMUST00000029477.10	0	ENSMUSG00000040322	Slc25a24	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 24
chr18	70568044	70568444	401	*	Promoter	18	70568189	70626131	57943	1	17191	ENSMUST00000074058.10	0	ENSMUSG00000024513	Mbd2	methyl-CpG binding domain protein 2
chr1	144215218	144215618	401	*	Distal Intergenic	1	144244673	144249027	4355	2	50778	ENSMUST00000167812.1	33409	ENSMUSG00000026358	Rgs1	regulator of G-protein signaling 1
chr9	99560345	99560745	401	*	Intron (ENSMUST00000035043.11/74125, intron 1 of 21)	9	99518804	99568649	49846	2	74125	ENSMUST00000185524.6	7904	ENSMUSG00000032468	Armc8	armadillo repeat containing 8
chr17	80727983	80728383	401	*	Promoter	17	80580512	80728093	147582	2	225028	ENSMUST00000112389.8	0	ENSMUSG00000024242	Map4k3	mitogen-activated protein kinase kinase kinase kinase 3
chr3	84135334	84135734	401	*	Intron (ENSMUST00000047368.7/76915, intron 3 of 7)	3	84087933	84155786	67854	2	76915	ENSMUST00000047368.7	20052	ENSMUSG00000033752	Mnd1	meiotic nuclear divisions 1
chr15	38078792	38079192	401	*	Promoter	15	37967859	38078854	110996	2	70790	ENSMUST00000110336.3	0	ENSMUSG00000037487	Ubr5	ubiquitin protein ligase E3 component n-recognin 5
chr2	26604139	26604539	401	*	Promoter	2	26593057	26604211	11155	2	67512	ENSMUST00000131940.7	0	ENSMUSG00000026922	Agpat2	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)
chr2	122467670	122468070	401	*	Promoter	2	122466935	122467526	592	2	81913	ENSMUST00000121525.1	-145	NA	Bambi-ps1	BMP and activin membrane-bound inhibitor, pseudogene (Xenopus laevis)
chr1	192137943	192138343	401	*	Promoter	1	192098546	192138010	39465	2	214742	ENSMUST00000110849.9	0	ENSMUSG00000037395	Rcor3	REST corepressor 3
chr5	121601908	121602308	401	*	Intron (ENSMUST00000041252.12/338350, intron 8 of 10)	5	121602590	121605629	3040	2	338350	ENSMUST00000131338.1	3321	ENSMUSG00000042647	Acad12	acyl-Coenzyme A dehydrogenase family, member 12
chr8	74993437	74993837	401	*	Promoter	8	74993679	74999798	6120	1	70823	ENSMUST00000151062.7	0	ENSMUSG00000034518	Hmgxb4	HMG box domain containing 4
chr4	47352867	47353267	401	*	Promoter	4	47353222	47414931	61710	1	21812	ENSMUST00000007757.14	0	ENSMUSG00000007613	Tgfbr1	transforming growth factor, beta receptor I
chr13	44733394	44733794	401	*	Promoter	13	44734040	44874314	140275	1	16468	ENSMUST00000172581.1	-246	ENSMUSG00000038518	Jarid2	jumonji, AT rich interactive domain 2
chr9	37147147	37147547	401	*	Promoter	9	36890982	37147407	256426	2	208076	ENSMUST00000039674.12	0	ENSMUSG00000035934	Pknox2	Pbx/knotted 1 homeobox 2
chr10	43574953	43575353	401	*	Distal Intergenic	10	43579169	43584265	5097	1	12484	ENSMUST00000058714.9	-3816	ENSMUSG00000047139	Cd24a	CD24a antigen
chr10	43424535	43424935	401	*	Intron (ENSMUST00000095725.10/71365, intron 7 of 7)	10	43393921	43440248	46328	1	71365	ENSMUST00000162008.1	30615	ENSMUSG00000038240	Pdss2	prenyl (solanesyl) diphosphate synthase, subunit 2
chr7	96818454	96818854	401	*	Intron (ENSMUST00000107162.7/23966, intron 18 of 32)	7	96791433	96801549	10117	2	791381	ENSMUST00000155101.1	-16906	ENSMUSG00000053049	Gm15413	predicted gene 15413
chr14	73130459	73130859	401	*	Intron (ENSMUST00000163339.7/105670, intron 1 of 6)	14	73123037	73161986	38950	1	105670	ENSMUST00000163339.7	7423	ENSMUSG00000022106	Rcbtb2	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
chr19	5424887	5425287	401	*	Promoter	19	5425144	5427313	2170	1	107242	ENSMUST00000159759.2	0	ENSMUSG00000047423	AI837181	expressed sequence AI837181
chr10	80539043	80539443	401	*	Promoter	10	80519584	80539124	19541	2	67331	ENSMUST00000020383.5	0	ENSMUSG00000003341	Atp8b3	ATPase, class I, type 8B, member 3
chr17	69439164	69439564	401	*	Promoter	17	69439326	69489233	49908	1	320722	ENSMUST00000169935.1	0	ENSMUSG00000091636	Akain1	A kinase (PRKA) anchor inhibitor 1
chr9	123478472	123478872	401	*	Promoter	9	123478706	123521552	42847	1	29806	ENSMUST00000026269.3	0	ENSMUSG00000025239	Limd1	LIM domains containing 1
chr16	4420340	4420740	401	*	Promoter	16	4287529	4420498	132970	2	11515	ENSMUST00000120080.7	0	ENSMUSG00000005580	Adcy9	adenylate cyclase 9
chr12	32339741	32340141	401	*	Distal Intergenic	12	32378704	32382943	4240	1	72123	ENSMUST00000172332.3	-38563	ENSMUSG00000090946	Ccdc71l	coiled-coil domain containing 71 like
chr18	73754259	73754659	401	*	Promoter	18	73735038	73754479	19442	2	114615	ENSMUST00000041138.2	0	ENSMUSG00000036941	Elac1	elaC ribonuclease Z 1
chr18	57878232	57878632	401	*	Promoter	18	57878678	57946821	68144	1	20496	ENSMUST00000115366.2	-46	ENSMUSG00000024597	Slc12a2	solute carrier family 12, member 2
chr1	21079187	21079587	401	*	Promoter	1	20996299	21079229	82931	2	170829	ENSMUST00000037998.5	0	ENSMUSG00000041779	Tram2	translocating chain-associating membrane protein 2
chr13	110968067	110968467	401	*	Distal Intergenic	13	110882852	110903846	20995	2	102636142	ENSMUST00000225424.1	-64222	NA	4930526H09Rik	RIKEN cDNA 4930526H09 gene
chr18	21001578	21001978	401	*	Promoter	18	21001908	21027535	25628	1	56515	ENSMUST00000234536.1	0	ENSMUSG00000024317	Rnf138	ring finger protein 138
chr2	30463938	30464338	401	*	Distal Intergenic	2	30471537	30474219	2683	2	72500	ENSMUST00000065134.3	9881	ENSMUSG00000089762	Ier5l	immediate early response 5-like
chr6	134225584	134225984	401	*	Intron (ENSMUST00000081028.12/14011, intron 3 of 7)	6	134233600	134262019	28420	1	14011	ENSMUST00000169529.1	-7616	ENSMUSG00000030199	Etv6	ets variant 6
chr11	51855382	51855782	401	*	Intron (ENSMUST00000020655.13/76901, intron 1 of 11)	11	51842301	51857125	14825	2	76901	ENSMUST00000151277.1	1343	ENSMUSG00000020387	Jade2	jade family PHD finger 2
chr9	108832346	108832746	401	*	Promoter	9	108831740	108832820	1081	1	107934	ENSMUST00000192235.1	607	ENSMUSG00000023473	Celsr3	cadherin, EGF LAG seven-pass G-type receptor 3
chr7	140141358	140141758	401	*	Exon (ENSMUST00000150667.7/212508, exon 3 of 3)	7	140140221	140147161	6941	1	212508	ENSMUST00000140579.1	1138	ENSMUSG00000039018	Mtg1	mitochondrial ribosome-associated GTPase 1
chr7	106440883	106441283	401	*	Distal Intergenic	7	106323414	106330688	7275	2	668128	ENSMUST00000184782.1	-110196	NA	Gvin-ps5	GTPase, very large interferon inducible, pseudogene 5
chr11	73018731	73019131	401	*	Promoter	11	73015856	73018804	2949	2	100043309	ENSMUST00000180695.1	0	ENSMUSG00000086943	4732414G09Rik	RIKEN cDNA 4732414G09 gene
chr4	107802001	107802401	401	*	Promoter	4	107802164	107876840	74677	1	16975	ENSMUST00000106731.3	0	ENSMUSG00000028613	Lrp8	low density lipoprotein receptor-related protein 8, apolipoprotein e receptor
chr8	121598882	121599282	401	*	3' UTR	8	121600350	121604514	4165	2	142682	ENSMUST00000154725.1	5232	ENSMUSG00000061410	Zcchc14	zinc finger, CCHC domain containing 14
chr14	55879611	55880011	401	*	3' UTR	14	55882061	55884232	2172	2	56410	ENSMUST00000172378.1	4221	ENSMUSG00000040380	Cbln3	cerebellin 3 precursor protein
chr18	82462150	82462550	401	*	Distal Intergenic	18	82475146	82558703	83558	1	17196	ENSMUST00000091789.10	-12596	ENSMUSG00000041607	Mbp	myelin basic protein
chrX	20425371	20425771	401	*	Promoter	20	20425688	20519939	94252	1	382207	ENSMUST00000115384.8	0	ENSMUSG00000037315	Jade3	jade family PHD finger 3
chr11	107132008	107132408	401	*	Promoter	11	107033083	107132127	99045	2	207165	ENSMUST00000106762.7	0	ENSMUSG00000040481	Bptf	bromodomain PHD finger transcription factor
chr15	99294799	99295199	401	*	Promoter	15	99295087	99305965	10879	1	54614	ENSMUST00000128352.7	0	ENSMUSG00000023007	Prpf40b	pre-mRNA processing factor 40B
chr11	87448160	87448560	401	*	Intron (ENSMUST00000060835.11/83560, intron 2 of 30)	11	87427591	87484766	57176	1	83560	ENSMUST00000156483.1	20570	ENSMUSG00000010342	Tex14	testis expressed gene 14
chr11	76399011	76399411	401	*	Promoter	11	76257198	76399140	141943	2	18230	ENSMUST00000021204.3	0	ENSMUSG00000020844	Nxn	nucleoredoxin
chr2	155473731	155474131	401	*	Promoter	2	155390665	155473806	83142	2	56406	ENSMUST00000109670.7	0	ENSMUSG00000038369	Ncoa6	nuclear receptor coactivator 6
chr3	100685267	100685667	401	*	Promoter	3	100562208	100685503	123296	2	17156	ENSMUST00000008907.13	0	ENSMUSG00000008763	Man1a2	mannosidase, alpha, class 1A, member 2
chr17	5840731	5841516	786	*	Promoter	17	5841329	5931954	90626	1	66616	ENSMUST00000002436.10	0	ENSMUSG00000002365	Snx9	sorting nexin 9
chr18	60439114	60439514	401	*	Distal Intergenic	18	60382683	60392100	9418	1	60440	ENSMUST00000237185.1	56432	ENSMUSG00000054072	Iigp1	interferon inducible GTPase 1
chr7	135716335	135716735	401	*	Promoter	7	135689784	135716361	26578	2	17345	ENSMUST00000033310.8	0	ENSMUSG00000031004	Mki67	antigen identified by monoclonal antibody Ki 67
chr19	38054666	38055066	401	*	Promoter	19	38055011	38062786	7776	1	74107	ENSMUST00000235601.1	0	ENSMUSG00000024989	Cep55	centrosomal protein 55
chr3	138489264	138489664	401	*	Promoter	3	138458956	138489515	30560	2	75624	ENSMUST00000029804.12	0	ENSMUSG00000005813	Metap1	methionyl aminopeptidase 1
chr10	127380367	127380767	401	*	Promoter	10	127380662	127499360	118699	1	71750	ENSMUST00000166820.7	0	ENSMUSG00000025404	R3hdm2	R3H domain containing 2
chr18	33674073	33674473	401	*	Distal Intergenic	18	33794892	33795986	1095	1	69749	ENSMUST00000146010.2	-120419	ENSMUSG00000087590	Epb41l4aos	erythrocyte membrane protein band 4.1 like 4a, opposite strand
chr4	151996121	151996521	401	*	Promoter	4	151989633	151996258	6626	2	230936	ENSMUST00000055688.9	0	ENSMUSG00000047777	Phf13	PHD finger protein 13
chr18	53245400	53245800	401	*	Promoter	18	53245662	53390920	145259	1	69226	ENSMUST00000165032.8	0	ENSMUSG00000024535	Snx24	sorting nexing 24
chr2	60881241	60881641	401	*	Promoter	2	60751953	60881438	129486	2	56878	ENSMUST00000164147.7	0	ENSMUSG00000026970	Rbms1	RNA binding motif, single stranded interacting protein 1
chr9	26997039	26997439	401	*	Intron (ENSMUST00000120367.7/66948, intron 1 of 10)	9	26979062	26999471	20410	2	66948	ENSMUST00000215693.1	2032	ENSMUSG00000031969	Acad8	acyl-Coenzyme A dehydrogenase family, member 8
chr15	73512228	73512628	401	*	Promoter	15	73512560	73572242	59683	1	105841	ENSMUST00000043414.11	0	ENSMUSG00000036661	Dennd3	DENN/MADD domain containing 3
chr13	48572143	48572543	401	*	Exon (ENSMUST00000104502.1/ENSMUST00000104502.1, exon 1 of 1)	13	48579361	48583562	4202	2	218232	ENSMUST00000221887.1	11019	ENSMUSG00000038042	Ptpdc1	protein tyrosine phosphatase domain containing 1
chr1	69687046	69687781	736	*	Promoter	1	69538582	69687245	148664	2	22779	ENSMUST00000187184.6	0	ENSMUSG00000025997	Ikzf2	IKAROS family zinc finger 2
chr5	44226516	44227268	753	*	Promoter	5	44175154	44226622	51469	2	231225	ENSMUST00000055128.11	0	ENSMUSG00000046985	Tapt1	transmembrane anterior posterior transformation 1
chr18	38418715	38419115	401	*	Promoter	18	38418907	38465197	46291	1	65113	ENSMUST00000236085.1	0	ENSMUSG00000024425	Ndfip1	Nedd4 family interacting protein 1
chr14	21136911	21137311	401	*	Intron (ENSMUST00000045376.10/11534, intron 3 of 10)	14	21076152	21448562	372411	1	11534	ENSMUST00000224069.1	60760	ENSMUSG00000039197	Adk	adenosine kinase
chr14	70351255	70351655	401	*	Promoter	14	70303469	70351425	47957	2	213053	ENSMUST00000068044.13	0	ENSMUSG00000022094	Slc39a14	solute carrier family 39 (zinc transporter), member 14
chr10	25359647	25360047	401	*	Promoter	10	25359798	25523515	163718	1	13822	ENSMUST00000053748.15	0	ENSMUSG00000019978	Epb41l2	erythrocyte membrane protein band 4.1 like 2
chr15	100038379	100038779	401	*	Promoter	15	100038664	100219473	180810	1	239667	ENSMUST00000100203.9	0	ENSMUSG00000023026	Dip2b	disco interacting protein 2 homolog B
